WKT,OBJECTID,LENGTH
"MULTILINESTRING ((765656.051381777 93349.9437956452,765623.5469184 93339.86300382))","13012",
"MULTILINESTRING ((776417.02664293 79083.6815041394,776413.233046523 79090.2077966822,776418.580440438 79093.3078937332,776500.196048508 79129.1934612172,776522.345122449 79152.3331377294,776527.686316865 79149.4612413156,776534.928708733 79152.3398387644,776529.687613804 79160.0802298589,776554.944782891 79200.915087264,776576.528655255 79250.4927347943,776594.542830967 79306.5966748895,776593.730727577 79358.1466184065))","13013",
"MULTILINESTRING ((761046.823288451 89564.8125649329,761035.909000041 89569.674058601))","13016",
"MULTILINESTRING ((772001.533903994 83364.6314411183,772001.979803563 83363.9679418846,771984.389423664 83353.7799515748,771890.511627042 83345.0979531283,771781.114541449 83406.4370764846,771778.773543653 83410.6397716714,771761.402462987 83406.6472745785,771761.181663518 83403.2175783247,771762.184562515 83402.1117796253,771763.521261102 83401.5593803454))","13022",
"MULTILINESTRING ((773722.687687946 80219.8670359097,773733.70597481 80233.1489222646,773735.821672456 80233.7033218339))","13027",
"MULTILINESTRING ((775314.881759717 78901.3123126713,775316.990957353 78902.0923119904,775314.31375912 78916.0285965069,775316.645554844 78937.0523736758,775305.502766055 78948.4430602806,775136.761648399 78969.1428236737,775117.270369697 78968.6966225528,775105.908881963 78970.2390199262))","13032",
"MULTILINESTRING ((773588.762059382 79916.5454573274,773587.870559649 79925.0669479115,773586.974260598 79925.4003474711,773565.599884314 79920.8541506819))","13034",
"MULTILINESTRING ((737644.450671663 75344.2247690147,737629.433589881 75324.6377897909,737578.65554519 75341.4235671667,737569.849954188 75352.1555544945,737561.055363479 75358.8916462918,737510.744423106 75311.7540952206,737462.128580912 75263.7867452074,737458.646684406 75268.8773392493,737444.234501218 75258.9435492723,737449.919295485 75250.9829586094,737413.173938854 75218.9789916385,737379.518978878 75185.6414263941,737344.255220859 75150.1660634207,737337.397229011 75143.3927704811,737331.258936227 75138.4185755846,737315.574354731 75124.8718895564,737306.705565185 75117.3153973406,737293.841480546 75103.7581115387,737305.58896834 75092.0106255694,737304.557169927 75086.2162319755,737262.012120339 75046.5286731703,737238.517047924 75027.9548921807,737228.059659991 75022.5036974899,737226.715361405 75023.606396155))","13035",
"MULTILINESTRING ((764486.343087419 86319.1644475215,764467.843605032 86350.6807111693))","13046",
"MULTILINESTRING ((736547.070160904 75791.8047849545,736577.019427596 75790.7146884474,736577.69212697 75789.0554903561))","13049",
"MULTILINESTRING ((759957.966986807 90713.7720984779,759994.713346187 90715.2308001046))","13051",
"MULTILINESTRING ((769198.286178233 86783.5094431922,769197.176379582 86781.9603447994,769196.504880416 86780.8565459546,769195.618981518 86779.2981475929,769183.151995755 86772.6608538112,769174.575805458 86769.1135569688,769147.73523427 86775.9599471075,769096.089595367 86723.9280998628,769089.633302902 86718.6203051406,769081.729611947 86714.1833093347,769065.921829976 86705.9955169709,769064.479132182 86698.7988247634,769083.089214192 86671.1487567958,769066.83753333 86655.7650723093,769064.952036797 86639.6105899166,769047.699356716 86627.8797013247))","13052",
"MULTILINESTRING ((772247.175401303 80200.3737346589,772260.522885091 80219.9564142808,772260.63338474 80222.7290112461,772257.403388224 80223.2744103812,772257.627488015 80222.8388108763))","13053",
"MULTILINESTRING ((730711.634674573 79765.2032804802,730711.166471644 79809.6650304845,730724.978356177 79809.7826314258,730768.728307167 79810.358734178,730783.987190175 79809.262436595,730786.226090687 79770.4379803928,730785.684292816 79750.8583023525,730810.863667925 79708.5120518884,730827.352350753 79692.0363716808,730873.892698632 79692.502474771,730947.600716284 79690.7654824477,730970.094591619 79684.2490915152,730977.77178246 79691.5579839007,730989.2453703 79682.820894608,730996.256162824 79678.0682004912,731079.232175044 79612.849880204,731074.33748135 79602.1215918767,731072.89038285 79603.6689900257))","13054",
"MULTILINESTRING ((770346.035317835 85668.4438686488,770345.638718228 85668.9124680983,770345.128718735 85669.5121673954,770343.279520851 85668.4422684118,770337.241327768 85664.8949717894,770330.637035318 85661.1784753061,770322.070345119 85656.2795799512,770310.031358833 85650.066085742,770299.388270895 85645.2972900656,770287.66888406 85641.3903933498,770280.119692485 85639.5671947026,770251.773524251 85631.0193016547,770232.372045871 85626.6393047954,770218.084961757 85623.7434067469,770200.721381054 85620.4333088879,770183.263500472 85616.8794112898,770163.541722525 85611.542915455,770145.480142645 85607.5011183418,770128.665561581 85601.397423601,770112.15248011 85596.1752279188,770094.582099743 85591.5524314867,770073.237723689 85584.8462370192,770060.81983762 85580.9389402435,770054.535744711 85578.5164423659,770021.852281833 85562.9907566161,769990.150117858 85547.7282706648,769971.470339355 85535.6044823836,769980.988329652 85527.2470923908,769980.346930399 85526.7403928932,769978.08283303 85524.9577946577),(769978.08283303 85524.9577946577,769897.044515186 85601.2793037696,769563.523664604 85784.6777733593,769550.777677794 85793.5958624542,769536.822892208 85803.694550145,769489.396839641 85855.9258886145,769484.976844005 85861.4735821312,769481.521047558 85864.1716788668,769475.856053396 85868.4061737209,769308.847330753 85932.9443883297,769303.882036032 85934.7978858619,769299.407340756 85936.8578832106,769263.288878835 85954.0504611819,769259.455882828 85956.4295582347,769214.251429825 85985.6549221881,769161.321484448 86024.5323748548,769152.163093896 86031.3148666047,769147.064599155 86035.0808620206,769128.276318646 86047.726846488,769118.400728893 86054.3589383402,769103.465144474 86063.3882271186,769072.611276541 86083.4714023603,769046.135903712 86104.7007767221,769022.550328002 86122.6316549598,768996.605954967 86139.5300341278,768989.449462408 86144.1573284192,768979.706872634 86149.3457218698,768926.989827819 86179.1103845699,768881.200875528 86207.5851492862,768755.333206687 86285.7221524378,768664.168601361 86346.1220780977,768656.71020914 86350.6929724238,768647.533718725 86356.1253656522,768595.833372399 86390.6157232277,768576.327592618 86403.9737068426,768534.200436318 86432.5067717993,768526.798343985 86437.6402655098,768518.735052277 86443.9545578628,768446.06392603 86512.0152766769,768401.513771325 86552.8098279259,768354.204219111 86599.7529721662,768292.281182292 86653.9255071809,768268.208907723 86664.9182929974,768245.91253145 86673.1556819982,768121.411165008 86706.8352341393,768115.105371692 86709.4379307289,768065.825523382 86736.3729968085,767840.377458739 86872.5975273034,767788.828912342 86906.2251858113,767676.872828276 86984.8942894842,767596.284412223 87035.8681263649,767548.684862112 87062.4476929666,767539.111272023 87069.2298846663,767494.126717736 87110.9052348709,767422.519291298 87168.1280656407,767399.148016337 87174.9584560878,767371.663946184 87178.3739499389,767343.364876424 87187.5454373797,767177.947349877 87279.4025218434,766985.029850789 87402.5943693823,766928.802809892 87432.2626318128,766830.714912656 87488.0260618517,766817.139826961 87494.7871532218,766807.265937445 87498.7940479487,766751.00939781 87514.3994258615,766698.625454419 87524.3819103057,766615.344545128 87532.0776945821,766515.059754866 87535.6011819745,766471.443803336 87528.6195858732,766386.954198099 87505.1140044254,766307.886487646 87473.192732726,766288.672408823 87472.1691321832,766275.137723475 87474.4863284546,766260.790038805 87479.2782219265,766223.043177843 87506.744488377,766144.525158579 87569.363012541,766092.221112908 87604.7710689706,766070.036736295 87615.8396548406,766041.110266521 87633.3546330212,766026.740681416 87643.4527206405,765990.652118221 87675.7200819368,765845.322167392 87794.7946380382,765827.818585619 87806.1659239803,765815.810598265 87812.3279161424,765802.27661302 87813.5201136496,765796.954718983 87812.1295147191,765711.762816746 87763.4981609104,765707.837821198 87761.8458623903,765703.571725835 87762.3871614222,765684.427146032 87771.8262493495,765644.370186475 87812.435101095,765637.19519397 87816.8372956177,765622.638209283 87824.5352858642,765579.406855542 87838.4042668095,765565.43357 87848.596354356,765549.697385242 87871.9314272595,765547.048787225 87882.5613153111,765545.67858704 87901.9670937965,765565.418959268 87971.9359183767,765562.211257265 88035.3288482079,765556.531260864 88065.5885143512,765547.741468551 88088.0837887821,765532.440583498 88109.3377640156,765507.497909527 88124.9236446551,765481.08623765 88134.9772312655,765452.639768578 88138.5420248532,765416.571708436 88135.6149249351,765375.224354949 88122.9532352879,765338.857795669 88113.9508420425,765309.867327683 88111.9277417456,765270.972368461 88134.1243138766,765248.985890169 88162.1057811028,765224.320915068 88187.179351304,765106.843835484 88285.7939323006,765026.066319487 88339.8790656006,764874.617477633 88433.8986486754,764851.432402057 88445.8291334888,764826.738628336 88455.5462206134,764796.643860122 88470.1351018918,764775.175982607 88482.7228861334,764754.593803897 88497.8423676569,764673.994386094 88570.4900804728,764414.695662704 88665.2905532133,764392.570786454 88671.6902442183,764294.805491844 88695.0337099109,764258.84123015 88708.9441914177,764220.899470052 88729.4554654656,764209.694382127 88732.1773614813,764162.694333043 88740.594948082,764099.562100091 88767.2772131151,764013.545288901 88832.7852332986,763970.550436282 88831.3300311423,763930.80387983 88832.9172259113,763915.041496837 88836.5456205272,763899.617313244 88842.7992122769,763861.516553337 88863.2146864112,763726.366194945 88942.67408688,763712.014709701 88954.3282727576,763702.701718756 88967.8604570071,763681.96923746 89014.517403691,763661.167857235 89049.8116629094,763645.074373077 89070.9524381644,763632.280385778 89086.5209198575,763590.211528283 89129.251069002,763574.336544623 89141.9511535901,763556.344863615 89150.9469420838,763546.134774588 89153.8318380038,763540.499180721 89154.5461367202,763531.870890186 89154.7834357037,763516.921906666 89154.2542349762,763390.120248162 89130.5606500189,763373.60576642 89129.4260498258,763363.507277431 89130.4702477876,763352.331489401 89134.1199427777,763343.536998629 89139.1597364443,763337.401904782 89145.9198284433,763269.925371367 89232.7517266601,763258.680582944 89241.7476157409,763242.144100456 89249.4205058195,763175.799771631 89269.727277579,763110.646141404 89291.1585482023,763071.61998326 89303.263231413,763053.496002698 89308.885723615,763035.835121597 89314.8388154919,762935.954828764 89345.4643729129,762906.45376041 89354.5924602451,762897.325570164 89357.8336558651,762888.395879829 89359.6195531083,762815.137159431 89370.7364344056,762780.053297437 89377.4040239648,762753.542025846 89385.9765121712,762728.45955242 89397.5651971722,762712.266969439 89406.6139857566,762696.550786251 89412.0114784176,762688.532095011 89412.7260769255,762679.386505023 89413.2619755296,762667.6584181 89411.2652767067,762661.446725072 89409.6575779377,762647.892140374 89405.2292816391,762625.039166112 89398.3909871886,762596.20509874 89388.0241961097,762569.633728537 89381.5588009215,762560.234138867 89381.6658999794,762548.643551362 89384.6028957187,762541.865358475 89388.5176907993,762524.982575679 89404.1265720781,762503.278294046 89466.9450007837,762471.614724338 89518.7138408212,762449.947445407 89550.2762040521,762283.977709811 89757.5161605296,762274.647219099 89768.6481474121,762242.175150748 89815.0726932658,762193.904896882 89894.4504013221,762168.037321025 89943.5787447646,762079.380806643 90079.2386870651,762020.281465405 90150.5099031042,761973.492711309 90213.9321288969,761904.275681042 90287.0723419692,761891.354493579 90306.1522197441,761886.624997149 90324.6929988371,761886.144496373 90339.5050824264,761892.645584783 90389.7585274638,761890.408085696 90407.3259078535,761875.592999345 90437.4294732755,761865.712808869 90452.7235555009,761787.752187512 90533.8834589208,761771.094804288 90551.5360379394,761682.80789398 90636.3460364025,761669.891807292 90646.5945239335,761656.997320966 90652.455716315,761641.177137842 90658.5776081496,761610.42627098 90666.6406965203,761576.581807793 90671.6645879758,761555.895530554 90671.8211859743,761492.09010206 90657.5525961072,761480.858414188 90660.227192158,761409.493289663 90695.2474471371,761321.535583067 90734.1578963482,761257.367351488 90759.4137627531,761222.119388812 90776.2491410244,761191.701920618 90795.3185172507,761165.380247934 90814.2027940451,761147.849964982 90839.6922643117,761138.476173465 90860.4989404779,761133.720578798 90859.4087412634))","13055",
"MULTILINESTRING ((767518.15519116 92754.2499209293,767482.405230413 92754.0055179652))","13056",
"MULTILINESTRING ((773672.445120118 82869.60122623,773673.109619647 82866.6156295597))","13059",
"MULTILINESTRING ((770396.698770308 83236.397745766,770415.623848509 83249.241433258,770421.754242598 83239.8412441063,770434.229429272 83235.9761494103,770477.538680022 83257.9051289842,770570.387373746 83313.0508762648,770576.385864844 83340.6011465031,770590.194849678 83341.2726469359,770593.535245931 83342.380846002,770594.091345208 83343.7087445904,770593.980345385 83343.0448453113))","13060",
"MULTILINESTRING ((736227.785703104 74649.9840391226,736230.463299971 74651.9693370999,736238.366990959 74654.6335347114,736242.25728638 74657.8429314103,736243.600884814 74658.7242305258))","13061",
"MULTILINESTRING ((761915.858749109 88221.1225257982,761900.042865881 88228.4108163718,761872.770297506 88209.8133345502,761840.826435031 88182.4692619873,761797.856585728 88143.1761016724,761764.465624817 88116.1650286193,761729.964665243 88087.818156946,761717.273979747 88081.616962698,761701.354897968 88073.53157025,761679.526322546 88067.1026754613,761577.2904335 88085.0791467277,761565.699345087 88098.5638308207,761543.764769276 88098.0042295369,761539.200174262 88098.4467286532))","13063",
"MULTILINESTRING ((766224.677477131 87494.3108022214,766221.131781484 87489.0019077637))","13064",
"MULTILINESTRING ((771935.085014754 86411.2767901231,771925.299626445 86399.8745017946,771903.801349866 86400.9655987275,771708.380384513 86160.3379460394,771714.522880646 86127.487182653,771713.529282499 86118.640192283,771708.971188473 86107.2410044077,771684.466315077 86109.5449997517,771656.299846696 86100.2371075346,771633.905369689 86117.5924865295,771593.14161435 86116.799283865,771568.318542562 86104.609495102))","13072",
